Ticker,Inventory,Working Capital,Total Assets,Current Assets,Current Liabilities,Cash And Cash Equivalents,Total Debt,Stockholders Equity,Invested Capital,Reconciled Cost Of Revenue,Operating Revenue,Ebitda,Ebit,Interest Expense,Gross Profit,Net Income,mean,count
XEL,656333333.3333334,-901666666.6666666,57665333333.333336,4219333333.3333335,5121000000.0,135333333.33333334,24325333333.333332,15620666666.666666,38558000000.0,7924666666.666667,13326000000.0,4666333333.333333,2368666666.6666665,837000000.0,5360666666.666667,1602000000.0,0.4586666666666666,12.0
XELA,15459000.0,-254314666.66666666,972238000.0,264560000.0,518874666.6666667,34689666.666666664,1371821000.0,-800297666.6666666,494374666.6666667,930037666.6666666,1178775000.0,14222666.666666666,-66755333.333333336,168932000.0,248737333.33333334,-245500333.33333334,,
XELAP,15459000.0,-254314666.66666666,972238000.0,264560000.0,518874666.6666667,34689666.666666664,1371821000.0,-800297666.6666666,494374666.6666667,930037666.6666666,1178775000.0,14222666.666666666,-66755333.333333336,168932000.0,248737333.33333334,-245500333.33333334,0.4175,2.0
XELB,2478666.6666666665,6650666.666666667,112590000.0,15782000.0,9131333.333333334,4682666.666666667,23637666.666666668,76947666.66666667,91837333.33333333,8034333.333333333,31053666.666666668,-5149666.666666667,-11679666.666666666,1495333.3333333333,23019333.333333332,-9712666.666666666,,
XENE,,429765333.3333333,505113000.0,447033666.6666667,17268333.333333332,92646333.33333333,7335666.666666667,480961666.6666667,475807000.0,,20012333.333333332,-76526333.33333333,-77584333.33333333,161333.33333333334,,-77697333.33333333,,
XERS,17068666.666666668,100252666.66666667,269344666.6666667,160542000.0,60289333.333333336,75611666.66666667,124381666.66666667,58059666.666666664,178780666.66666666,13553000.0,60091000.0,-86960000.0,-92298000.0,11055000.0,44997666.666666664,-102841666.66666667,,
XFIN,,-565202.5,237539268.0,1137855.5,1703058.0,623974.5,300000.0,227786210.0,228086210.0,,0.0,-2044669.0,-2044669.0,,,623118.0,,
XFINW,,-565202.5,237539268.0,1137855.5,1703058.0,623974.5,300000.0,227786210.0,228086210.0,,0.0,-2044669.0,-2044669.0,,,623118.0,,
XFLT,,,307363354.6666667,,,2369150.0,82087818.0,176784533.66666666,258872351.66666666,,-711370.0,,,1583659.6666666667,,-4070911.6666666665,0.07083333333333333,36.0
XFLT-PA,,,307363354.6666667,,,2369150.0,82087818.0,176784533.66666666,258872351.66666666,,-711370.0,,,1583659.6666666667,,-4070911.6666666665,0.43182499999999996,6.0
XFOR,,83855666.66666667,131877666.66666667,99954000.0,16098333.333333334,94071000.0,38884333.333333336,70420666.66666667,103997666.66666667,,1000000.0,-77605000.0,-78059333.33333333,3441000.0,,-81564666.66666667,,
XGN,,76050000.0,96013666.66666667,85287333.33333333,9237333.333333334,73093666.66666667,30077666.666666668,56411666.666666664,84113333.33333333,20453666.666666668,45279000.0,-26807333.333333332,-27824333.333333332,2546000.0,24825333.333333332,-30308333.333333332,,
XHR,,396977000.0,3082324666.6666665,486201333.3333333,89224333.33333333,404101000.0,1432605333.3333333,1475414666.6666667,2908020000.0,538746000.0,595981000.0,121908000.0,-14276000.0,75329000.0,123836000.0,-83641666.66666667,0.15833333333333333,3.0
XIN,3198836149.0,389619986.0,6655293731.0,5091978869.333333,4702358883.333333,545447001.3333334,2503751962.6666665,283227790.0,2778266311.0,1266477791.0,1396130630.6666667,-27765617.0,-44078648.666666664,156724216.33333334,144119924.0,-253900615.66666666,0.4375,4.0
XLO,,97183666.66666667,131180666.66666667,115867666.66666667,18684000.0,112558666.66666667,20564000.0,69263000.0,78998000.0,,0.0,-71448333.33333333,-72918666.66666667,,,-73080333.33333333,,
XMTR,1966000.0,157306666.66666666,442824666.6666667,210380333.33333334,53073666.666666664,70599333.33333333,114229666.66666667,228981000.0,327535000.0,168081666.66666666,246887666.66666666,-50193000.0,-55038000.0,2119666.6666666665,78806000.0,-57174333.333333336,,
XNCR,,493913000.0,795907000.0,579127333.3333334,85214333.33333333,120322000.0,35077000.0,677814666.6666666,677814666.6666666,,187461333.33333334,-31139666.666666668,-38501000.0,,,-13961000.0,,
XNET,1182000.0,192316666.66666666,439882000.0,309464666.6666667,117148000.0,145920000.0,24820000.0,301898000.0,325853000.0,137098000.0,256282666.66666666,13789666.666666666,4667000.0,198000.0,118452000.0,2938000.0,,
XOM,20688333333.333332,6542333333.333333,346913333333.3333,67226000000.0,60683666666.666664,13602000000.0,52179000000.0,173592000000.0,223490666666.66666,225953666666.66666,284647000000.0,57887666666.666664,27669000000.0,967666666.6666666,58693333333.333336,18780000000.0,0.8766666666666668,12.0
XOMA,,71401333.33333333,144076333.33333334,82097000.0,10695666.666666666,78458666.66666667,7174333.333333333,117438000.0,124339666.66666667,,24524000.0,4335000.0,4290666.666666667,768333.3333333334,,3997333.3333333335,,
XOMAO,,71401333.33333333,144076333.33333334,82097000.0,10695666.666666666,78458666.66666667,7174333.333333333,117438000.0,124339666.66666667,,24524000.0,4335000.0,4290666.666666667,768333.3333333334,,3997333.3333333335,0.5288333333333334,6.0
XOMAP,,71401333.33333333,144076333.33333334,82097000.0,10695666.666666666,78458666.66666667,7174333.333333333,117438000.0,124339666.66666667,,24524000.0,4335000.0,4290666.666666667,768333.3333333334,,3997333.3333333335,0.5647142857142858,7.0
XOS,30096666.666666668,82385666.66666667,144138666.66666666,113949666.66666667,31564000.0,20710666.666666668,26112333.333333332,86423666.66666667,108229333.33333333,25385333.333333332,14688333.333333334,-57237333.333333336,-58791666.666666664,,-10697000.0,-22197000.0,,
XOSWW,30096666.666666668,82385666.66666667,144138666.66666666,113949666.66666667,31564000.0,20710666.666666668,26112333.333333332,86423666.66666667,108229333.33333333,25385333.333333332,14688333.333333334,-57237333.333333336,-58791666.666666664,,-10697000.0,-22197000.0,,
XP,,-30247656000.0,142468053666.66666,50051630000.0,80299162000.0,2664518333.3333335,31329843000.0,14115726666.666666,45445569666.666664,4602260666.666667,6271009000.0,3617605666.6666665,3423983000.0,196902000.0,1115542333.3333333,3081632000.0,,
XPDB,,616728.0,294901353.0,2373280.0,1756552.0,2066294.0,,283082301.0,283082301.0,,0.0,-1343153.0,-1343153.0,,,2041984.0,,
XPDBW,,616728.0,294901353.0,2373280.0,1756552.0,2066294.0,,283082301.0,283082301.0,,0.0,-1343153.0,-1343153.0,,,2041984.0,,
XPEL,51625042.0,54585289.333333336,146072277.0,82875404.0,28290114.666666668,15575708.0,30819442.0,87522289.33333333,106743743.66666667,155988666.66666666,247393333.33333334,43541333.333333336,38724000.0,654000.0,91404666.66666667,30410000.0,,
XPER,5882000.0,169591000.0,982811500.0,304700000.0,135109000.0,140411000.0,86801500.0,744290000.0,769290000.0,108786666.66666667,454948000.0,-42021333.333333336,-150514666.66666666,3000000.0,346161333.3333333,-357144333.3333333,,
XPEV,2842106333.3333335,27357551666.666668,60616362333.333336,44012478333.333336,16654926666.666666,18280689333.333332,6723856333.333333,37829017333.333336,42783968000.0,15903545333.333334,17895857000.0,-4596603000.0,-5492082333.333333,69993000.0,1992311666.6666667,-5578017666.666667,,
XPO,,159666666.66666666,10387666666.666666,3231666666.6666665,3072000000.0,806333333.3333334,4962666666.666667,1619666666.6666667,5827333333.333333,6300333333.333333,7029333333.333333,670000000.0,285000000.0,218000000.0,729000000.0,370666666.6666667,,
XPOF,7984333.333333333,-7974333.333333333,407024333.3333333,56555000.0,64529333.333333336,23329666.666666668,160450000.0,-268152666.66666666,-117897000.0,58610666.666666664,143267666.66666666,11467333.333333334,-463666.6666666667,19712000.0,109379333.33333333,11832000.0,,
XPON,2316764.6666666665,4647311.333333333,8276344.666666667,6107014.333333333,1459703.0,2755052.3333333335,3612693.0,4161264.0,6189651.666666667,2998844.3333333335,4417357.333333333,-3510726.3333333335,-3591534.0,785615.6666666666,1412380.3333333333,-4377959.333333333,,
XPRO,110731000.0,354819666.6666667,1610513666.6666667,685864333.3333334,331044666.6666667,189034000.0,98620666.66666667,1065150000.0,1065150000.0,900907666.6666666,926735333.3333334,87494333.33333333,-38281000.0,4518000.0,25827666.666666668,-153027000.0,,
XRAY,539333333.3333334,580000000.0,8744000000.0,1847666666.6666667,1267666666.6666667,380666666.6666667,2298666666.6666665,4579666666.666667,6685000000.0,1787333333.3333333,3830666666.6666665,206666666.66666666,-129333333.33333333,57333333.333333336,2043333333.3333333,-204000000.0,0.11083333333333334,12.0
XRTX,,8477068.938533334,10474248.162,9434234.253333334,957165.3159000002,8442403.990366668,38721.26437,7029145.687033334,7029145.687033334,,0.0,-3063891.2932999996,-3092395.2105666664,4995.6122313333335,,-3097390.822666667,,
XRX,778666666.6666666,1984666666.6666667,13169000000.0,4863666666.666667,2879000000.0,1836666666.6666667,4425666666.666667,4599666666.666667,8595666666.666666,4336000000.0,7055666666.666667,233666666.66666666,-88000000.0,93666666.66666667,2449000000.0,-195000000.0,0.25,11.0
XTKG,,22482732.0,117196780.33333333,53598181.333333336,31115449.333333332,8243674.0,7865803.0,86258277.0,94059553.66666667,15121406.333333334,23079882.666666668,-8607235.0,-10499524.666666666,,7958476.333333333,-16366865.666666666,,
XTLB,,5164000.0,5769000.0,5388000.0,224000.0,2898000.0,,4314666.666666667,4314666.666666667,,0.0,-952000.0,-953000.0,,,-1289000.0,,
XWEL,1193666.6666666667,67943333.33333333,100275000.0,82696666.66666667,14753333.333333334,71448333.33333333,14437000.0,70154666.66666667,73233666.66666667,30560333.333333332,45892333.333333336,-8312000.0,-14784666.666666666,1832000.0,13598000.0,-39992000.0,,
XXII,4974333.333333333,32847666.666666668,80766333.33333333,42443666.666666664,9596000.0,1795000.0,3284333.3333333335,68719666.66666667,70401000.0,38963666.666666664,40390000.0,-35122000.0,-37340000.0,161000.0,1366000.0,-37373666.666666664,,
XYF,,,7892804016.0,,,2037356354.6666667,209253814.66666666,3934968563.0,4130719829.6666665,,995947802.3333334,,,,,109633629.0,,
XYL,685666666.6666666,1586000000.0,8326000000.0,3231666666.6666665,1645666666.6666667,1389333333.3333333,2535000000.0,3226666666.6666665,5694666666.666667,3234666666.6666665,5197666666.666667,723666666.6666666,479666666.6666667,67666666.66666667,1963000000.0,345333333.3333333,0.27999999999999997,12.0
YALA,,326862759.6666667,380587690.0,370474052.6666667,43611293.0,331875240.3333333,993727.6666666666,336669400.6666667,336905997.0,90074653.33333333,237221946.66666666,56523696.0,55775146.0,,147147293.33333334,55190287.0,,
YELP,,487842333.3333333,1073799000.0,651131333.3333334,163289000.0,460679000.0,164882333.33333334,772058666.6666666,772058666.6666666,56279666.666666664,999339666.6666666,92753000.0,18322000.0,,952430000.0,18864666.666666668,,
YETI,276795666.6666667,288357333.3333333,970065333.3333334,655194666.6666666,366837333.3333333,266737666.66666666,176330666.66666666,444239333.3333333,557839666.6666666,629871666.6666666,1365977333.3333333,239328000.0,205177333.33333334,5653333.333333333,736105666.6666666,152698666.66666666,,
YEXT,,117836000.0,608162000.0,393268500.0,275432500.0,245810500.0,135185000.0,209552500.0,209552500.0,92351500.0,372619000.0,-68262500.0,-92709500.0,579000.0,280267500.0,-93975500.0,,
YGMZ,,9104130.666666666,73917170.66666667,45352524.666666664,36248394.0,4515017.666666667,10140281.666666666,37016632.0,45669309.0,45401710.0,50075556.0,3925022.3333333335,1657727.6666666667,733738.0,4673846.0,580023.6666666666,,
YHGJ,7824325.666666667,2008485.3333333333,18038323.333333332,14220548.666666666,12212063.333333334,178059.66666666666,9289371.666666666,3411621.0,5499581.0,17733922.333333332,21064451.0,-2329406.6666666665,-3064330.3333333335,727009.3333333334,3330528.6666666665,-4724586.333333333,,
YI,1128845333.3333333,808486000.0,3215378666.6666665,2970088666.6666665,2161602666.6666665,841559666.6666666,388185333.3333333,-76838333.33333333,145794333.33333334,10772951333.333334,11381919000.0,-451465666.6666667,-478818000.0,9249333.333333334,608967666.6666666,-514407000.0,,
YIBO,24900333.333333332,20468333.333333332,114231000.0,99917000.0,79448666.66666667,31564333.333333332,33669000.0,17906333.333333332,47645333.333333336,88064333.33333333,138809000.0,9258000.0,6796333.333333333,1157666.6666666667,50744666.666666664,5465333.333333333,,
YJ,91465333.33333333,812006333.3333334,2264287333.3333335,1687872333.3333333,875866000.0,681912666.6666666,8432666.666666666,1381644333.3333333,1381644333.3333333,1978320333.3333333,2895458333.3333335,24703666.666666668,2313333.3333333335,4342000.0,968257000.0,-50851000.0,,
YMAB,4071333.3333333335,126459000.0,162095333.33333334,151690333.33333334,25231333.333333332,133986666.66666667,3126666.6666666665,131721000.0,131721000.0,4094666.6666666665,40304666.666666664,-88717333.33333333,-89389666.66666667,1304500.0,36210000.0,-90060000.0,,
YMM,,24385916000.0,32076034000.0,26861881666.666668,2475965666.6666665,6493998000.0,44760500.0,18876178333.333332,18879178333.333332,2456855333.3333335,4657161000.0,-2118660666.6666667,-2191805333.3333335,2860666.6666666665,2200305666.6666665,-2239386000.0,,
YORW,1754000.0,-2424666.6666666665,458801666.6666667,13928666.666666666,16353333.333333334,1333.3333333333333,136469000.0,167685666.66666666,304154666.6666667,12245333.333333334,56314666.666666664,32745666.666666668,23687333.333333332,4915666.666666667,44098666.666666664,17720666.666666668,0.18925,12.0
YOSH,37736.0,124085.0,8289075.666666667,2569810.3333333335,2445725.3333333335,2532074.3333333335,6763355.666666667,649274.3333333334,3921165.6666666665,5878850.333333333,5996717.333333333,-1472700.3333333333,-1776538.3333333333,64038.0,117867.0,-1855993.3333333333,,
YOTA,,-441905.5,58639130.5,263600.0,705505.5,215932.0,250000.0,55921125.0,56046125.0,,0.0,-1196341.0,-1196341.0,,,145189.0,,
YOTAW,,-441905.5,58639130.5,263600.0,705505.5,215932.0,250000.0,55921125.0,56046125.0,,0.0,-1196341.0,-1196341.0,,,145189.0,,
YOU,,252715333.33333334,694178333.3333334,522104666.6666667,269389333.3333333,145090666.66666666,65054500.0,217011000.0,217011000.0,113235000.0,307394333.3333333,-74117666.66666667,-87642000.0,349000.0,194159333.33333334,-36988333.333333336,0.25,1.0
YPF,186934000000.0,31832904940.0,2962486666666.6665,567187666666.6666,535354666666.6667,84593701100.0,962950666666.6666,1120753333333.3333,2016416666666.6667,1072462000000.0,1810140333333.3333,656142000000.0,308561953166.6667,127893705373.33333,398795167726.6667,103719041586.66667,,
YQ,,1066664333.3333334,1983562333.3333333,1767559666.6666667,700895333.3333334,1574585000.0,120327666.66666667,1206683000.0,1206683000.0,526705000.0,1336651666.6666667,-942528000.0,-985589333.3333334,975000.0,809946666.6666666,-986564333.3333334,,
YRD,,4824767000.0,7659262666.666667,6561883333.333333,1737116333.3333333,3202117000.0,828728000.0,4876636333.333333,5642303000.0,880793666.6666666,3295533333.3333335,1076480666.6666667,903066000.0,,3077376666.6666665,511702333.3333333,,
YS,123972724.0,338506762.5,1304464106.5,748984339.5,410477577.0,330762293.5,199514438.0,-603915947.5,-420533266.0,66575747.0,379982911.5,-91986076.0,-121515958.0,16203680.0,291621428.0,-148915321.5,,
YSBPW,123972724.0,338506762.5,1304464106.5,748984339.5,410477577.0,330762293.5,199514438.0,-603915947.5,-420533266.0,66575747.0,379982911.5,-91986076.0,-121515958.0,16203680.0,291621428.0,-148915321.5,,
YSG,578618666.6666666,4185378000.0,7147467666.666667,5050935333.333333,865557333.3333334,3459327333.3333335,360313000.0,5742380000.0,5742380000.0,1665897333.3333333,4926421666.666667,-1401805000.0,-1745271000.0,,3260524333.3333335,-1681304000.0,,
YTEN,,8942333.333333334,14340666.666666666,10661333.333333334,1719000.0,3702666.6666666665,3260000.0,9986000.0,9986000.0,,621000.0,-11362333.333333334,-11584000.0,,,-11601000.0,,
YTRA,1401666.6666666667,107011000.0,6656685000.0,4794239000.0,4687228000.0,1292413666.6666667,929115666.6666666,1180009000.0,1671706333.3333333,1034829666.6666666,3060176000.0,-95484666.66666667,-670152000.0,118757333.33333333,2471836666.6666665,-829667000.0,,
YUM,,25000000.0,5888000000.0,1610000000.0,1585000000.0,527666666.6666667,12144333333.333334,-8380000000.0,2834333333.3333335,3306000000.0,6359333333.333333,2142000000.0,1990000000.0,538000000.0,3053333333.3333335,1268000000.0,0.5133333333333334,12.0
YUMC,415666666.6666667,2325333333.3333335,11974666666.666666,4530666666.666667,2205333333.3333335,1141333333.3333333,2540333333.3333335,6581333333.333333,6581333333.333333,7393000000.0,9148666666.666666,1223000000.0,700333333.3333334,,1366666666.6666667,738666666.6666666,0.12000000000000002,10.0
YY,,2362865333.3333335,8762207333.333334,4538764333.333333,2175899000.0,1598127666.6666667,920887000.0,5647318333.333333,6543778666.666667,1572894666.6666667,2172711333.3333335,407709000.0,224480666.66666666,34266666.666666664,743342333.3333334,473831666.6666667,0.48999999999999994,10.0
Z,2201977500.0,3729079666.6666665,8248186666.666667,5415960000.0,1686880333.3333333,1828043333.3333333,1996921666.6666667,4854938666.666667,6659182666.666667,852130666.6666666,2445605666.6666665,210652666.66666666,54863000.0,106075666.66666667,1624475000.0,-263705000.0,,
ZAPP,44264.666666666664,-237686.0,2744445.6666666665,1074244.0,1311930.0,853330.3333333334,447158.0,954858.3333333334,1261891.0,0.0,0.0,-2061919.0,-2272509.5,297264.5,0.0,-2569774.0,,
ZAPPW,44264.666666666664,-237686.0,2744445.6666666665,1074244.0,1311930.0,853330.3333333334,447158.0,954858.3333333334,1261891.0,0.0,0.0,-2061919.0,-2272509.5,297264.5,0.0,-2569774.0,,
ZBH,2248633333.3333335,2004200000.0,22980033333.333332,4798533333.333333,2794333333.3333335,518633333.3333333,7023733333.333333,12291733333.333334,19315466666.666668,1536700000.0,6631566666.666667,1381700000.0,460866666.6666667,195100000.0,4696833333.333333,164700000.0,0.23534000000000002,12.0
ZBRA,620666666.6666666,-379333333.3333333,6373000000.0,1615000000.0,1994333333.3333333,201666666.66666666,1582666666.6666667,2620333333.3333335,4040000000.0,2797666666.6666665,5285333333.333333,1027333333.3333334,848333333.3333334,40500000.0,2418333333.3333335,601333333.3333334,,
ZCAR,,1661679.5,46838135.5,35844647.0,34182967.5,27922919.0,36720817.5,-177951889.0,-152271812.0,22553682.0,11223523.0,-17923400.0,-23085947.0,6273466.5,-11040291.5,-29359413.5,,
ZCARW,,1661679.5,46838135.5,35844647.0,34182967.5,27922919.0,36720817.5,-177951889.0,-152271812.0,22553682.0,11223523.0,-17923400.0,-23085947.0,6273466.5,-11040291.5,-29359413.5,,
ZCMD,94553.0,22939286.0,36565953.333333336,26517751.333333332,3578465.3333333335,13502794.0,655399.0,31442928.333333332,31442928.333333332,6923478.666666667,16146024.666666666,1024038.6666666666,404716.6666666667,,9222546.0,585384.6666666666,,
ZD,,398516000.0,3656293666.6666665,1002596333.3333334,604080333.3333334,508025666.6666667,1257321000.0,1690453666.6666667,2913354000.0,187336666.66666666,1322182666.6666667,481115000.0,240968333.33333334,54017666.666666664,1134846000.0,237046333.33333334,,
ZENV,,33757000.0,1367072000.0,411309666.6666667,377552666.6666667,247484333.33333334,161926333.33333334,757295333.3333334,915277666.6666666,408364000.0,599580000.0,-77035666.66666667,-124839666.66666667,17744000.0,191216000.0,-103034000.0,,
ZEPP,1162929000.0,1702297666.6666667,5752287666.666667,3905789000.0,2203491333.3333335,1542826666.6666667,1255183000.0,2774375666.6666665,3909697333.3333335,4461637000.0,5608778000.0,87294666.66666667,41417666.666666664,41502666.666666664,1147141000.0,26082666.666666668,0.1,1.0
ZETA,,78475333.33333333,383351000.0,191290666.66666666,112815333.33333333,91898000.0,185753000.0,44502666.666666664,178852333.33333334,179688000.0,472473000.0,-138246666.66666666,-184201333.33333334,10197666.666666666,292785000.0,-194009000.0,,
ZEUS,380653666.6666667,444649000.0,851934666.6666666,616570000.0,171921000.0,9178000.0,245468666.66666666,413805666.6666667,631816000.0,1617819000.0,2035462333.3333333,122600000.0,102210666.66666667,8374000.0,417102000.0,68795666.66666667,0.04333333333333333,12.0
ZFOX,,-10984000.0,87161000.0,32024500.0,43008500.0,12019000.0,40024000.0,-6029000.0,-94314500.0,13001500.0,37985500.0,-24950000.0,-27905500.0,2909000.0,24984000.0,-30589500.0,,
ZFOXW,,-10984000.0,87161000.0,32024500.0,43008500.0,12019000.0,40024000.0,-6029000.0,-94314500.0,13001500.0,37985500.0,-24950000.0,-27905500.0,2909000.0,24984000.0,-30589500.0,,
ZG,2201977500.0,3729079666.6666665,8248186666.666667,5415960000.0,1686880333.3333333,1828043333.3333333,1996921666.6666667,4854938666.666667,6659182666.666667,852130666.6666666,2445605666.6666665,210652666.66666666,54863000.0,106075666.66666667,1624475000.0,-263705000.0,,
